Date,Stock,Dividend,Date,Date_YYYYMMDD
2013-09-05,GAIL.NS,1.05,2013-09-05,20130905
2014-02-10,GAIL.NS,0.84,2014-02-10,20140210
2014-08-27,GAIL.NS,1.11,2014-08-27,20140827
2015-03-02,GAIL.NS,0.56,2015-03-02,20150302
2015-08-27,GAIL.NS,0.56,2015-08-27,20150827
2016-02-16,GAIL.NS,0.47,2016-02-16,20160216
2016-09-08,GAIL.NS,0.56,2016-09-08,20160908
2017-02-02,GAIL.NS,1.59,2017-02-02,20170202
2017-08-31,GAIL.NS,0.68,2017-08-31,20170831
2018-01-18,GAIL.NS,1.91,2018-01-18,20180118
2018-08-30,GAIL.NS,0.48,2018-08-30,20180830
2019-02-12,GAIL.NS,2.08,2019-02-12,20190212
2019-08-08,GAIL.NS,0.59,2019-08-08,20190808
2020-02-17,GAIL.NS,4.27,2020-02-17,20200217
2021-01-27,GAIL.NS,1.67,2021-01-27,20210127
2021-03-22,GAIL.NS,1.67,2021-03-22,20210322
2021-12-30,GAIL.NS,2.67,2021-12-30,20211230
2022-03-21,GAIL.NS,3.33,2022-03-21,20220321
2022-08-01,GAIL.NS,0.67,2022-08-01,20220801
2023-03-21,GAIL.NS,4.0,2023-03-21,20230321
2024-02-06,GAIL.NS,5.5,2024-02-06,20240206
2025-02-07,GAIL.NS,6.5,2025-02-07,20250207
2013-07-04,BAJFINANCE.NS,1.5,2013-07-04,20130704
2014-07-03,BAJFINANCE.NS,1.6,2014-07-03,20140703
2015-07-09,BAJFINANCE.NS,1.8,2015-07-09,20150709
2016-03-16,BAJFINANCE.NS,1.8,2016-03-16,20160316
2016-07-14,BAJFINANCE.NS,0.7,2016-07-14,20160714
2017-07-06,BAJFINANCE.NS,3.6,2017-07-06,20170706
2018-07-05,BAJFINANCE.NS,4.0,2018-07-05,20180705
2019-07-11,BAJFINANCE.NS,6.0,2019-07-11,20190711
2020-03-03,BAJFINANCE.NS,10.0,2020-03-03,20200303
2021-07-08,BAJFINANCE.NS,10.0,2021-07-08,20210708
2022-06-30,BAJFINANCE.NS,20.0,2022-06-30,20220630
2023-06-30,BAJFINANCE.NS,30.0,2023-06-30,20230630
2024-06-21,BAJFINANCE.NS,36.0,2024-06-21,20240621
2013-08-28,RECLTD.NS,0.56,2013-08-28,20130828
2014-02-20,RECLTD.NS,2.91,2014-02-20,20140220
2014-09-02,RECLTD.NS,0.66,2014-09-02,20140902
2015-02-18,RECLTD.NS,3.0,2015-02-18,20150218
2015-09-09,RECLTD.NS,1.01,2015-09-09,20150909
2016-02-17,RECLTD.NS,4.5,2016-02-17,20160217
2016-08-22,RECLTD.NS,1.91,2016-08-22,20160822
2017-02-27,RECLTD.NS,5.25,2017-02-27,20170227
2017-09-14,RECLTD.NS,1.99,2017-09-14,20170914
2018-02-15,RECLTD.NS,5.55,2018-02-15,20180215
2018-09-17,RECLTD.NS,1.31,2018-09-17,20180917
2019-03-11,RECLTD.NS,8.25,2019-03-11,20190311
2020-02-11,RECLTD.NS,8.25,2020-02-11,20200211
2020-11-13,RECLTD.NS,4.5,2020-11-13,20201113
2021-03-18,RECLTD.NS,3.75,2021-03-18,20210318
2021-08-13,RECLTD.NS,1.5,2021-08-13,20210813
2021-09-16,RECLTD.NS,1.28,2021-09-16,20210916
2021-11-11,RECLTD.NS,1.88,2021-11-11,20211111
2022-02-15,RECLTD.NS,4.5,2022-02-15,20220215
2022-07-12,RECLTD.NS,3.6,2022-07-12,20220712
2022-11-07,RECLTD.NS,5.0,2022-11-07,20221107
2023-02-09,RECLTD.NS,3.25,2023-02-09,20230209
2023-07-14,RECLTD.NS,4.35,2023-07-14,20230714
2023-08-14,RECLTD.NS,3.0,2023-08-14,20230814
2023-11-13,RECLTD.NS,3.5,2023-11-13,20231113
2024-03-28,RECLTD.NS,4.5,2024-03-28,20240328
2024-06-28,RECLTD.NS,5.0,2024-06-28,20240628
2024-08-09,RECLTD.NS,3.5,2024-08-09,20240809
2024-11-08,RECLTD.NS,4.0,2024-11-08,20241108
2025-02-14,RECLTD.NS,4.3,2025-02-14,20250214
2013-09-10,PFC.NS,0.4,2013-09-10,20130910
2014-02-07,PFC.NS,3.52,2014-02-07,20140207
2014-09-10,PFC.NS,0.08,2014-09-10,20140910
2015-03-04,PFC.NS,3.4,2015-03-04,20150304
2015-09-15,PFC.NS,0.24,2015-09-15,20150915
2015-12-23,PFC.NS,3.52,2015-12-23,20151223
2016-02-16,PFC.NS,1.8,2016-02-16,20160216
2016-08-11,PFC.NS,0.24,2016-08-11,20160811
2017-03-30,PFC.NS,4.0,2017-03-30,20170330
2017-11-10,PFC.NS,4.8,2017-11-10,20171110
2018-03-06,PFC.NS,1.44,2018-03-06,20180306
2020-02-28,PFC.NS,7.6,2020-02-28,20200228
2021-03-19,PFC.NS,6.4,2021-03-19,20210319
2021-07-01,PFC.NS,1.6,2021-07-01,20210701
2021-08-31,PFC.NS,1.8,2021-08-31,20210831
2021-11-24,PFC.NS,2.0,2021-11-24,20211124
2022-02-25,PFC.NS,4.8,2022-02-25,20220225
2022-06-09,PFC.NS,1.0,2022-06-09,20220609
2022-09-01,PFC.NS,1.8,2022-09-01,20220901
2022-11-24,PFC.NS,2.4,2022-11-24,20221124
2023-02-24,PFC.NS,2.8,2023-02-24,20230224
2023-06-16,PFC.NS,3.6,2023-06-16,20230616
2023-11-24,PFC.NS,4.5,2023-11-24,20231124
2024-02-20,PFC.NS,3.5,2024-02-20,20240220
2024-03-22,PFC.NS,3.0,2024-03-22,20240322
2024-07-26,PFC.NS,2.5,2024-07-26,20240726
2024-08-30,PFC.NS,3.25,2024-08-30,20240830
2024-11-25,PFC.NS,3.5,2024-11-25,20241125
2025-02-28,PFC.NS,3.5,2025-02-28,20250228
2025-03-19,PFC.NS,3.5,2025-03-19,20250319
2013-06-06,TCS.NS,6.5,2013-06-06,20130606
2013-07-29,TCS.NS,2.0,2013-07-29,20130729
2013-10-25,TCS.NS,2.0,2013-10-25,20131025
2014-01-27,TCS.NS,2.0,2014-01-27,20140127
2014-06-06,TCS.NS,10.0,2014-06-06,20140606
2014-07-28,TCS.NS,2.5,2014-07-28,20140728
2014-10-29,TCS.NS,2.5,2014-10-29,20141029
2015-01-27,TCS.NS,2.5,2015-01-27,20150127
2015-06-05,TCS.NS,12.0,2015-06-05,20150605
2015-07-20,TCS.NS,2.75,2015-07-20,20150720
2015-10-23,TCS.NS,2.75,2015-10-23,20151023
2016-01-21,TCS.NS,2.75,2016-01-21,20160121
2016-06-06,TCS.NS,13.5,2016-06-06,20160606
2016-07-25,TCS.NS,3.25,2016-07-25,20160725
2016-10-24,TCS.NS,3.25,2016-10-24,20161024
2017-01-23,TCS.NS,3.25,2017-01-23,20170123
2017-06-13,TCS.NS,13.75,2017-06-13,20170613
2017-07-24,TCS.NS,3.5,2017-07-24,20170724
2017-10-25,TCS.NS,3.5,2017-10-25,20171025
2018-01-22,TCS.NS,3.5,2018-01-22,20180122
2018-05-31,TCS.NS,14.5,2018-05-31,20180531
2018-07-17,TCS.NS,4.0,2018-07-17,20180717
2018-10-23,TCS.NS,4.0,2018-10-23,20181023
2019-01-17,TCS.NS,4.0,2019-01-17,20190117
2019-06-04,TCS.NS,18.0,2019-06-04,20190604
2019-07-16,TCS.NS,5.0,2019-07-16,20190716
2019-10-17,TCS.NS,40.0,2019-10-17,20191017
2020-01-23,TCS.NS,5.0,2020-01-23,20200123
2020-03-19,TCS.NS,12.0,2020-03-19,20200319
2020-06-03,TCS.NS,6.0,2020-06-03,20200603
2020-07-16,TCS.NS,5.0,2020-07-16,20200716
2020-10-14,TCS.NS,12.0,2020-10-14,20201014
2021-01-14,TCS.NS,6.0,2021-01-14,20210114
2021-05-25,TCS.NS,15.0,2021-05-25,20210525
2021-07-15,TCS.NS,7.0,2021-07-15,20210715
2021-10-14,TCS.NS,7.0,2021-10-14,20211014
2022-01-19,TCS.NS,7.0,2022-01-19,20220119
2022-05-25,TCS.NS,22.0,2022-05-25,20220525
2022-07-14,TCS.NS,8.0,2022-07-14,20220714
2022-10-17,TCS.NS,8.0,2022-10-17,20221017
2023-01-16,TCS.NS,8.0,2023-01-16,20230116
2023-06-15,TCS.NS,24.0,2023-06-15,20230615
2023-07-20,TCS.NS,9.0,2023-07-20,20230720
2023-10-19,TCS.NS,9.0,2023-10-19,20231019
2024-01-19,TCS.NS,18.0,2024-01-19,20240119
2024-05-16,TCS.NS,28.0,2024-05-16,20240516
2024-07-19,TCS.NS,10.0,2024-07-19,20240719
2024-10-18,TCS.NS,10.0,2024-10-18,20241018
2025-01-17,TCS.NS,10.0,2025-01-17,20250117
2013-05-30,INFY.NS,3.38,2013-05-30,20130530
2013-10-17,INFY.NS,2.5,2013-10-17,20131017
2014-05-29,INFY.NS,5.38,2014-05-29,20140529
2014-10-16,INFY.NS,3.75,2014-10-16,20141016
2015-06-15,INFY.NS,7.38,2015-06-15,20150615
2015-10-16,INFY.NS,5.0,2015-10-16,20151016
2016-06-09,INFY.NS,7.12,2016-06-09,20160609
2016-10-21,INFY.NS,5.5,2016-10-21,20161021
2017-06-01,INFY.NS,7.38,2017-06-01,20170601
2017-10-31,INFY.NS,6.5,2017-10-31,20171031
2018-06-14,INFY.NS,5.0,2018-06-14,20180614
2018-10-25,INFY.NS,7.0,2018-10-25,20181025
2019-01-24,INFY.NS,4.0,2019-01-24,20190124
2019-06-13,INFY.NS,10.5,2019-06-13,20190613
2019-10-22,INFY.NS,8.0,2019-10-22,20191022
2019-10-23,INFY.NS,8.0,2019-10-23,20191023
2020-05-29,INFY.NS,9.5,2020-05-29,20200529
2020-10-23,INFY.NS,12.0,2020-10-23,20201023
2021-05-31,INFY.NS,15.0,2021-05-31,20210531
2021-10-26,INFY.NS,15.0,2021-10-26,20211026
2022-05-31,INFY.NS,16.0,2022-05-31,20220531
2022-10-27,INFY.NS,16.5,2022-10-27,20221027
2023-06-02,INFY.NS,17.5,2023-06-02,20230602
2023-10-25,INFY.NS,18.0,2023-10-25,20231025
2024-05-31,INFY.NS,8.0,2024-05-31,20240531
2024-10-29,INFY.NS,21.0,2024-10-29,20241029
2013-04-22,HCLTECH.NS,0.5,2013-04-22,20130422
2013-10-22,HCLTECH.NS,0.5,2013-10-22,20131022
2013-12-18,HCLTECH.NS,1.5,2013-12-18,20131218
2014-01-22,HCLTECH.NS,1.0,2014-01-22,20140122
2014-04-22,HCLTECH.NS,1.0,2014-04-22,20140422
2014-08-05,HCLTECH.NS,3.0,2014-08-05,20140805
2014-10-21,HCLTECH.NS,1.5,2014-10-21,20141021
2015-02-04,HCLTECH.NS,2.0,2015-02-04,20150204
2015-04-24,HCLTECH.NS,2.0,2015-04-24,20150424
2015-08-07,HCLTECH.NS,2.5,2015-08-07,20150807
2015-10-23,HCLTECH.NS,2.5,2015-10-23,20151023
2016-01-27,HCLTECH.NS,3.0,2016-01-27,20160127
2016-05-05,HCLTECH.NS,3.0,2016-05-05,20160505
2016-08-10,HCLTECH.NS,3.0,2016-08-10,20160810
2016-10-27,HCLTECH.NS,3.0,2016-10-27,20161027
2017-02-01,HCLTECH.NS,3.0,2017-02-01,20170201
2017-05-24,HCLTECH.NS,3.0,2017-05-24,20170524
2017-08-03,HCLTECH.NS,1.0,2017-08-03,20170803
2017-11-01,HCLTECH.NS,1.0,2017-11-01,20171101
2018-01-29,HCLTECH.NS,1.0,2018-01-29,20180129
2018-05-09,HCLTECH.NS,1.0,2018-05-09,20180509
2018-08-02,HCLTECH.NS,1.0,2018-08-02,20180802
2018-10-30,HCLTECH.NS,1.0,2018-10-30,20181030
2019-02-05,HCLTECH.NS,1.0,2019-02-05,20190205
2019-05-16,HCLTECH.NS,1.0,2019-05-16,20190516
2019-08-14,HCLTECH.NS,1.0,2019-08-14,20190814
2019-10-31,HCLTECH.NS,1.0,2019-10-31,20191031
2020-01-24,HCLTECH.NS,2.0,2020-01-24,20200124
2020-07-23,HCLTECH.NS,2.0,2020-07-23,20200723
2020-09-14,HCLTECH.NS,2.0,2020-09-14,20200914
2020-10-22,HCLTECH.NS,4.0,2020-10-22,20201022
2021-01-21,HCLTECH.NS,4.0,2021-01-21,20210121
2021-04-29,HCLTECH.NS,10.0,2021-04-29,20210429
2021-07-27,HCLTECH.NS,6.0,2021-07-27,20210727
2021-10-21,HCLTECH.NS,10.0,2021-10-21,20211021
2022-01-20,HCLTECH.NS,10.0,2022-01-20,20220120
2022-04-28,HCLTECH.NS,18.0,2022-04-28,20220428
2022-07-19,HCLTECH.NS,10.0,2022-07-19,20220719
2022-10-19,HCLTECH.NS,10.0,2022-10-19,20221019
2023-01-19,HCLTECH.NS,10.0,2023-01-19,20230119
2023-04-28,HCLTECH.NS,18.0,2023-04-28,20230428
2023-07-20,HCLTECH.NS,10.0,2023-07-20,20230720
2023-10-20,HCLTECH.NS,12.0,2023-10-20,20231020
2024-01-19,HCLTECH.NS,12.0,2024-01-19,20240119
2024-05-07,HCLTECH.NS,18.0,2024-05-07,20240507
2024-07-23,HCLTECH.NS,12.0,2024-07-23,20240723
2024-10-22,HCLTECH.NS,12.0,2024-10-22,20241022
2025-01-17,HCLTECH.NS,6.0,2025-01-17,20250117
2013-09-19,TECHM.NS,1.25,2013-09-19,20130919
2014-07-25,TECHM.NS,5.0,2014-07-25,20140725
2015-07-23,TECHM.NS,6.0,2015-07-23,20150723
2016-07-28,TECHM.NS,6.0,2016-07-28,20160728
2017-07-27,TECHM.NS,9.0,2017-07-27,20170727
2018-07-26,TECHM.NS,14.0,2018-07-26,20180726
2019-07-25,TECHM.NS,14.0,2019-07-25,20190725
2020-03-02,TECHM.NS,10.0,2020-03-02,20200302
2020-07-23,TECHM.NS,5.0,2020-07-23,20200723
2020-10-29,TECHM.NS,15.0,2020-10-29,20201029
2021-07-23,TECHM.NS,15.0,2021-07-23,20210723
2021-11-02,TECHM.NS,15.0,2021-11-02,20211102
2022-07-21,TECHM.NS,15.0,2022-07-21,20220721
2022-11-09,TECHM.NS,18.0,2022-11-09,20221109
2023-07-21,TECHM.NS,32.0,2023-07-21,20230721
2023-11-02,TECHM.NS,12.0,2023-11-02,20231102
2024-07-19,TECHM.NS,28.0,2024-07-19,20240719
2024-10-31,TECHM.NS,15.0,2024-10-31,20241031
2013-06-27,WIPRO.NS,0.94,2013-06-27,20130627
2014-01-22,WIPRO.NS,1.12,2014-01-22,20140122
2014-07-21,WIPRO.NS,1.88,2014-07-21,20140721
2015-01-22,WIPRO.NS,1.88,2015-01-22,20150122
2015-07-20,WIPRO.NS,2.63,2015-07-20,20150720
2016-01-25,WIPRO.NS,0.94,2016-01-25,20160125
2016-07-11,WIPRO.NS,0.19,2016-07-11,20160711
2017-02-02,WIPRO.NS,0.75,2017-02-02,20170202
2018-01-31,WIPRO.NS,0.38,2018-01-31,20180131
2019-01-29,WIPRO.NS,0.75,2019-01-29,20190129
2020-01-24,WIPRO.NS,0.5,2020-01-24,20200124
2021-01-22,WIPRO.NS,1.0,2021-01-22,20210122
2022-01-21,WIPRO.NS,0.5,2022-01-21,20220121
2022-04-05,WIPRO.NS,2.5,2022-04-05,20220405
2023-01-24,WIPRO.NS,1.0,2023-01-24,20230124
2024-01-24,WIPRO.NS,1.0,2024-01-24,20240124
2025-01-28,WIPRO.NS,6.0,2025-01-28,20250128
2013-08-13,LT.NS,8.22,2013-08-13,20130813
2014-08-13,LT.NS,9.5,2014-08-13,20140813
2015-09-01,LT.NS,10.83,2015-09-01,20150901
2016-08-18,LT.NS,12.17,2016-08-18,20160818
2017-07-13,LT.NS,14.0,2017-07-13,20170713
2017-08-11,LT.NS,14.0,2017-08-11,20170811
2018-08-14,LT.NS,16.0,2018-08-14,20180814
2019-07-24,LT.NS,18.0,2019-07-24,20190724
2020-03-24,LT.NS,10.0,2020-03-24,20200324
2020-08-05,LT.NS,8.0,2020-08-05,20200805
2020-11-04,LT.NS,18.0,2020-11-04,20201104
2021-07-28,LT.NS,18.0,2021-07-28,20210728
2022-07-21,LT.NS,22.0,2022-07-21,20220721
2023-08-01,LT.NS,24.0,2023-08-01,20230801
2023-08-02,LT.NS,6.0,2023-08-02,20230802
2024-06-20,LT.NS,28.0,2024-06-20,20240620
2013-06-06,ASIANPAINT.NS,3.65,2013-06-06,20130606
2013-10-24,ASIANPAINT.NS,1.1,2013-10-24,20131024
2014-06-16,ASIANPAINT.NS,4.2,2014-06-16,20140616
2014-09-22,ASIANPAINT.NS,1.8,2014-09-22,20140922
2015-06-24,ASIANPAINT.NS,4.3,2015-06-24,20150624
2015-10-28,ASIANPAINT.NS,2.2,2015-10-28,20151028
2016-06-16,ASIANPAINT.NS,5.3,2016-06-16,20160616
2016-11-01,ASIANPAINT.NS,2.65,2016-11-01,20161101
2017-06-15,ASIANPAINT.NS,5.65,2017-06-15,20170615
2017-10-31,ASIANPAINT.NS,2.65,2017-10-31,20171031
2018-06-14,ASIANPAINT.NS,6.05,2018-06-14,20180614
2018-10-29,ASIANPAINT.NS,2.85,2018-10-29,20181029
2019-06-13,ASIANPAINT.NS,7.65,2019-06-13,20190613
2019-10-30,ASIANPAINT.NS,3.35,2019-10-30,20191030
2020-03-03,ASIANPAINT.NS,7.15,2020-03-03,20200303
2020-07-23,ASIANPAINT.NS,1.5,2020-07-23,20200723
2020-10-28,ASIANPAINT.NS,3.35,2020-10-28,20201028
2021-06-10,ASIANPAINT.NS,14.5,2021-06-10,20210610
2021-10-28,ASIANPAINT.NS,3.65,2021-10-28,20211028
2022-06-09,ASIANPAINT.NS,15.5,2022-06-09,20220609
2022-10-31,ASIANPAINT.NS,4.4,2022-10-31,20221031
2023-06-09,ASIANPAINT.NS,21.25,2023-06-09,20230609
2023-11-03,ASIANPAINT.NS,5.15,2023-11-03,20231103
2024-06-11,ASIANPAINT.NS,28.15,2024-06-11,20240611
2024-11-19,ASIANPAINT.NS,4.25,2024-11-19,20241119
2013-07-15,JSWSTEEL.NS,1.0,2013-07-15,20130715
2014-07-07,JSWSTEEL.NS,1.1,2014-07-07,20140707
2015-07-06,JSWSTEEL.NS,1.1,2015-07-06,20150706
2016-07-04,JSWSTEEL.NS,0.75,2016-07-04,20160704
2017-06-12,JSWSTEEL.NS,2.25,2017-06-12,20170612
2018-07-06,JSWSTEEL.NS,3.2,2018-07-06,20180706
2018-07-09,JSWSTEEL.NS,3.2,2018-07-09,20180709
2019-07-08,JSWSTEEL.NS,4.1,2019-07-08,20190708
2020-07-06,JSWSTEEL.NS,2.0,2020-07-06,20200706
2020-07-07,JSWSTEEL.NS,2.0,2020-07-07,20200707
2021-07-05,JSWSTEEL.NS,6.5,2021-07-05,20210705
2022-07-04,JSWSTEEL.NS,17.35,2022-07-04,20220704
2023-07-11,JSWSTEEL.NS,3.4,2023-07-11,20230711
2024-07-09,JSWSTEEL.NS,7.3,2024-07-09,20240709
2013-07-17,ULTRACEMCO.NS,9.0,2013-07-17,20130717
2014-07-24,ULTRACEMCO.NS,9.0,2014-07-24,20140724
2015-08-14,ULTRACEMCO.NS,9.0,2015-08-14,20150814
2016-07-04,ULTRACEMCO.NS,9.5,2016-07-04,20160704
2017-07-10,ULTRACEMCO.NS,10.0,2017-07-10,20170710
2018-07-10,ULTRACEMCO.NS,10.5,2018-07-10,20180710
2019-07-10,ULTRACEMCO.NS,11.5,2019-07-10,20190710
2020-07-29,ULTRACEMCO.NS,13.0,2020-07-29,20200729
2021-08-02,ULTRACEMCO.NS,37.0,2021-08-02,20210802
2022-08-02,ULTRACEMCO.NS,38.0,2022-08-02,20220802
2023-07-27,ULTRACEMCO.NS,38.0,2023-07-27,20230727
2024-07-30,ULTRACEMCO.NS,70.0,2024-07-30,20240730
2013-07-05,PIDILITIND.NS,2.6,2013-07-05,20130705
2014-09-09,PIDILITIND.NS,2.7,2014-09-09,20140909
2015-08-14,PIDILITIND.NS,2.9,2015-08-14,20150814
2016-03-18,PIDILITIND.NS,3.65,2016-03-18,20160318
2016-08-24,PIDILITIND.NS,0.5,2016-08-24,20160824
2017-08-23,PIDILITIND.NS,4.75,2017-08-23,20170823
2018-08-21,PIDILITIND.NS,6.0,2018-08-21,20180821
2018-08-23,PIDILITIND.NS,6.0,2018-08-23,20180823
2019-07-29,PIDILITIND.NS,6.5,2019-07-29,20190729
2020-03-13,PIDILITIND.NS,7.0,2020-03-13,20200313
2021-07-27,PIDILITIND.NS,8.5,2021-07-27,20210727
2022-07-26,PIDILITIND.NS,10.0,2022-07-26,20220726
2023-07-27,PIDILITIND.NS,11.0,2023-07-27,20230727
2024-07-24,PIDILITIND.NS,16.0,2024-07-24,20240724
2013-05-03,SHREECEM.NS,8.0,2013-05-03,20130503
2013-10-17,SHREECEM.NS,12.0,2013-10-17,20131017
2014-01-31,SHREECEM.NS,10.0,2014-01-31,20140131
2014-08-28,SHREECEM.NS,22.0,2014-08-28,20140828
2015-11-05,SHREECEM.NS,14.0,2015-11-05,20151105
2016-02-10,SHREECEM.NS,12.0,2016-02-10,20160210
2016-03-17,SHREECEM.NS,12.0,2016-03-17,20160317
2016-08-22,SHREECEM.NS,16.0,2016-08-22,20160822
2017-02-06,SHREECEM.NS,100.0,2017-02-06,20170206
2017-07-21,SHREECEM.NS,24.0,2017-07-21,20170721
2018-01-18,SHREECEM.NS,20.0,2018-01-18,20180118
2018-07-20,SHREECEM.NS,30.0,2018-07-20,20180720
2019-01-29,SHREECEM.NS,25.0,2019-01-29,20190129
2019-07-31,SHREECEM.NS,35.0,2019-07-31,20190731
2020-02-24,SHREECEM.NS,110.0,2020-02-24,20200224
2021-07-22,SHREECEM.NS,60.0,2021-07-22,20210722
2022-02-10,SHREECEM.NS,45.0,2022-02-10,20220210
2022-07-13,SHREECEM.NS,45.0,2022-07-13,20220713
2023-02-16,SHREECEM.NS,45.0,2023-02-16,20230216
2023-06-01,SHREECEM.NS,55.0,2023-06-01,20230601
2024-02-08,SHREECEM.NS,50.0,2024-02-08,20240208
2024-07-23,SHREECEM.NS,55.0,2024-07-23,20240723
2025-02-05,SHREECEM.NS,50.0,2025-02-05,20250205
2013-07-15,TATASTEEL.NS,0.76,2013-07-15,20130715
2014-07-14,TATASTEEL.NS,0.95,2014-07-14,20140714
2015-07-23,TATASTEEL.NS,0.76,2015-07-23,20150723
2016-07-28,TATASTEEL.NS,0.76,2016-07-28,20160728
2017-07-20,TATASTEEL.NS,0.95,2017-07-20,20170720
2018-07-05,TATASTEEL.NS,1.0,2018-07-05,20180705
2019-07-04,TATASTEEL.NS,1.3,2019-07-04,20190704
2020-08-06,TATASTEEL.NS,1.0,2020-08-06,20200806
2021-06-17,TATASTEEL.NS,2.5,2021-06-17,20210617
2022-06-15,TATASTEEL.NS,5.1,2022-06-15,20220615
2022-06-16,TATASTEEL.NS,51.0,2022-06-16,20220616
2023-06-22,TATASTEEL.NS,3.6,2023-06-22,20230622
2024-06-21,TATASTEEL.NS,3.6,2024-06-21,20240621
2013-09-06,COALINDIA.NS,4.3,2013-09-06,20130906
2014-01-17,COALINDIA.NS,29.0,2014-01-17,20140117
2015-03-03,COALINDIA.NS,20.7,2015-03-03,20150303
2016-03-14,COALINDIA.NS,27.4,2016-03-14,20160314
2017-03-14,COALINDIA.NS,18.75,2017-03-14,20170314
2018-03-16,COALINDIA.NS,16.5,2018-03-16,20180316
2018-12-28,COALINDIA.NS,7.25,2018-12-28,20181228
2019-03-22,COALINDIA.NS,5.85,2019-03-22,20190322
2020-03-19,COALINDIA.NS,12.0,2020-03-19,20200319
2020-11-19,COALINDIA.NS,7.5,2020-11-19,20201119
2021-03-15,COALINDIA.NS,5.0,2021-03-15,20210315
2021-09-02,COALINDIA.NS,3.5,2021-09-02,20210902
2021-12-06,COALINDIA.NS,9.0,2021-12-06,20211206
2022-02-21,COALINDIA.NS,5.0,2022-02-21,20220221
2022-08-11,COALINDIA.NS,3.0,2022-08-11,20220811
2022-11-15,COALINDIA.NS,15.0,2022-11-15,20221115
2023-02-08,COALINDIA.NS,5.25,2023-02-08,20230208
2023-08-18,COALINDIA.NS,4.0,2023-08-18,20230818
2023-11-21,COALINDIA.NS,15.25,2023-11-21,20231121
2024-02-20,COALINDIA.NS,5.25,2024-02-20,20240220
2024-08-16,COALINDIA.NS,5.0,2024-08-16,20240816
2024-11-05,COALINDIA.NS,15.75,2024-11-05,20241105
2025-01-31,COALINDIA.NS,5.6,2025-01-31,20250131
2013-05-31,VEDL.NS,0.1,2013-05-31,20130531
2013-11-06,VEDL.NS,1.5,2013-11-06,20131106
2014-07-04,VEDL.NS,1.75,2014-07-04,20140704
2014-11-03,VEDL.NS,1.75,2014-11-03,20141103
2015-07-06,VEDL.NS,2.35,2015-07-06,20150706
2015-10-30,VEDL.NS,3.5,2015-10-30,20151030
2016-11-07,VEDL.NS,1.75,2016-11-07,20161107
2017-04-11,VEDL.NS,17.7,2017-04-11,20170411
2018-03-20,VEDL.NS,21.2,2018-03-20,20180320
2018-11-06,VEDL.NS,17.0,2018-11-06,20181106
2019-03-13,VEDL.NS,1.85,2019-03-13,20190313
2020-03-05,VEDL.NS,3.9,2020-03-05,20200305
2020-10-28,VEDL.NS,9.5,2020-10-28,20201028
2021-09-08,VEDL.NS,18.5,2021-09-08,20210908
2021-12-16,VEDL.NS,13.5,2021-12-16,20211216
2021-12-17,VEDL.NS,13.5,2021-12-17,20211217
2022-03-09,VEDL.NS,13.0,2022-03-09,20220309
2022-05-06,VEDL.NS,31.5,2022-05-06,20220506
2022-07-26,VEDL.NS,19.5,2022-07-26,20220726
2022-11-29,VEDL.NS,17.5,2022-11-29,20221129
2023-02-03,VEDL.NS,12.5,2023-02-03,20230203
2023-04-06,VEDL.NS,20.5,2023-04-06,20230406
2023-05-30,VEDL.NS,18.5,2023-05-30,20230530
2023-12-27,VEDL.NS,11.0,2023-12-27,20231227
2024-05-24,VEDL.NS,11.0,2024-05-24,20240524
2024-08-02,VEDL.NS,4.0,2024-08-02,20240802
2024-09-10,VEDL.NS,20.0,2024-09-10,20240910
2024-12-24,VEDL.NS,8.5,2024-12-24,20241224
2013-05-09,HINDZINC.NS,1.5,2013-05-09,20130509
2013-10-28,HINDZINC.NS,1.6,2013-10-28,20131028
2014-05-19,HINDZINC.NS,1.9,2014-05-19,20140519
2014-09-22,HINDZINC.NS,1.9,2014-09-22,20140922
2015-05-12,HINDZINC.NS,2.5,2015-05-12,20150512
2015-10-23,HINDZINC.NS,1.9,2015-10-23,20151023
2016-04-06,HINDZINC.NS,24.0,2016-04-06,20160406
2016-11-04,HINDZINC.NS,1.9,2016-11-04,20161104
2017-03-29,HINDZINC.NS,27.5,2017-03-29,20170329
2017-11-01,HINDZINC.NS,2.0,2017-11-01,20171101
2018-03-23,HINDZINC.NS,6.0,2018-03-23,20180323
2018-10-30,HINDZINC.NS,20.0,2018-10-30,20181030
2018-10-31,HINDZINC.NS,20.0,2018-10-31,20181031
2020-05-19,HINDZINC.NS,16.5,2020-05-19,20200519
2020-10-27,HINDZINC.NS,21.3,2020-10-27,20201027
2021-12-14,HINDZINC.NS,18.0,2021-12-14,20211214
2022-07-20,HINDZINC.NS,21.0,2022-07-20,20220720
2022-11-23,HINDZINC.NS,15.5,2022-11-23,20221123
2023-01-27,HINDZINC.NS,13.0,2023-01-27,20230127
2023-01-30,HINDZINC.NS,13.0,2023-01-30,20230130
2023-03-29,HINDZINC.NS,26.0,2023-03-29,20230329
2023-07-14,HINDZINC.NS,7.0,2023-07-14,20230714
2023-12-14,HINDZINC.NS,6.0,2023-12-14,20231214
2024-05-15,HINDZINC.NS,10.0,2024-05-15,20240515
2024-08-28,HINDZINC.NS,19.0,2024-08-28,20240828
2013-09-19,NMDC.NS,4.0,2013-09-19,20130919
2013-11-07,NMDC.NS,1.0,2013-11-07,20131107
2014-02-17,NMDC.NS,5.5,2014-02-17,20140217
